Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S31380300109,03/22/2016,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704094, -93.62159)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31386400038,03/22/2016,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,WATERLOO,50702,"2834 Ansborough Ave
WATERLOO 50702
(42.471767, -92.376624)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31391200054,03/22/2016,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,"1005 E HICKMAN RD
WAUKEE 50263
(41.602989, -93.872236)",25.0,Dallas,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31398200114,03/23/2016,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,4,$89.96,3.0,0.79
S31410500086,03/23/2016,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,4,$89.96,3.0,0.79
S31410500087,03/23/2016,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31411500089,03/23/2016,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31415800089,03/23/2016,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31416700116,03/23/2016,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31434700018,03/24/2016,5127,Price Chopper  /  Ingersoll,3425 INGERSOLL AVE,DES MOINES,50312,"3425 INGERSOLL AVE
DES MOINES 50312
(41.586313, -93.663337)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31448100004,03/30/2016,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,434.0,Luxco-St Louis,902769,El Dorado Special Reserve Rum,6,750,$20.00,$30.00,6,$180.00,4.5,1.19
S31448200002,03/30/2016,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,305.0,MHW Ltd,903508,Cockspur 12 Rum,12,750,$17.48,$26.22,12,$314.64,9.0,2.38
S31451600049,03/28/2016,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,"3111 MAIN
KEOKUK 52632
(40.415383, -91.403754)",56.0,Lee,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31463500025,03/29/2016,4025,Karam Kaur Khasriya Llc,702 13TH ST,BELLE PLAINE,52208,"702 13TH ST
BELLE PLAINE 52208
(41.897052, -92.277759)",6.0,Benton,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,1,$22.49,0.75,0.2
S31463500026,03/29/2016,4025,Karam Kaur Khasriya Llc,702 13TH ST,BELLE PLAINE,52208,"702 13TH ST
BELLE PLAINE 52208
(41.897052, -92.277759)",6.0,Benton,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31467400083,03/28/2016,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31470900024,03/28/2016,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,"315 S GILBERT ST
IOWA CITY 52240
(41.657654, -91.530181)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31477200171,03/28/2016,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31477200172,03/28/2016,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,3,$67.47,2.25,0.59
S31478800081,03/28/2016,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31489900178,03/30/2016,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.51279, -92.43698)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,1,$22.49,0.75,0.2
S31489900179,03/30/2016,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.51279, -92.43698)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31505800108,03/29/2016,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.039035, -92.912783)",64.0,Marshall,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31508600123,03/29/2016,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704094, -93.62159)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31519000107,03/30/2016,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31519100047,03/30/2016,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,"414 N 18TH ST
CENTERVILLE 52544
(40.735639, -92.86795)",4.0,Appanoose,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31519300113,03/30/2016,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,"2890 DEVILS GLEN ROAD
BETTENDORF 52722
(41.552406, -90.483701)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31520800033,03/30/2016,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,"2827 HAMILTON BLVD
SIOUX CITY 51104
(42.519884, -96.417783)",97.0,Woodbury,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31523400077,03/30/2016,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31533500089,03/30/2016,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31533500090,03/30/2016,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31540700112,03/31/2016,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31555500063,03/31/2016,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31556800089,03/31/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31556800114,03/31/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,154.0,Iowa Distilling Company,46939,Steel Drum,12,750,$12.09,$18.14,3,$54.42,2.25,0.59
S31557600051,03/31/2016,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,"6723 NW BLVD UNIT 2
DAVENPORT 52806
(41.589348, -90.609746)",82.0,Scott,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31593200080,04/04/2016,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,1,$22.49,0.75,0.2
S31593200082,04/04/2016,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,"2400 2ND AVE
MUSCATINE 52761
(41.45135, -91.035137)",70.0,Muscatine,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31594100017,04/04/2016,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64272, -91.530436)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31600800094,04/04/2016,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,"1422 FLAMMANG DR
WATERLOO 50702
(42.459938, -92.327917)",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31604100077,04/04/2016,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975787, -91.659795)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31606100086,04/04/2016,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,"555 S 51ST ST
WEST DES MOINES 50265
(41.561219, -93.773583)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31606900088,04/04/2016,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31607300120,04/04/2016,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31610700148,04/05/2016,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,"1256 IOWA ST
DUBUQUE 52001
(42.504959, -90.668138)",31.0,Dubuque,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31630900108,04/05/2016,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704094, -93.62159)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31631400080,04/05/2016,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,"1843 JOHNSON AVENUE, N.W.
CEDAR RAPIDS 52405
(41.97447, -91.697941)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31644600165,04/06/2016,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31657800068,04/06/2016,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975787, -91.659795)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31662200084,04/06/2016,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,"2004 8TH ST
CORALVILLE 52241
(41.682337, -91.591868)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31664100102,04/06/2016,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31711600041,04/11/2016,2618,Hy-Vee Drugstore #6 / Cedar Rapids,505 BOYSON RD NE,CEDAR RAPIDS,52402,"505 BOYSON RD NE
CEDAR RAPIDS 52402
(42.04671, -91.63913)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31713800122,04/11/2016,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31717100016,04/11/2016,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,"1501 MICHIGAN AVE
DES MOINES 50314
(41.60572, -93.613739)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31726300071,04/11/2016,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,"1990 GRAND AVENUE
WEST DES MOINES 50265
(41.571127, -93.73162)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,4,$59.88,3.0,0.79
S31727200100,04/11/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31736000065,04/12/2016,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,"HWY 9 &amp; 71
SPIRIT LAKE 51360
",30.0,Dickinson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31753200056,04/12/2016,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,6,$89.82,4.5,1.19
S31756800083,04/13/2016,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,"1025 NORTH QUINCY AVE
OTTUWMA 52501
(41.015624, -92.438466)",90.0,Wapello,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,12,$179.64,9.0,2.38
S31757900117,04/12/2016,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704094, -93.62159)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31765100075,04/13/2016,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31768000049,04/13/2016,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,"414 N 18TH ST
CENTERVILLE 52544
(40.735639, -92.86795)",4.0,Appanoose,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,4,$89.96,3.0,0.79
S31781600114,04/14/2016,3456,Quick Shop / Clear Lake,904 N 8TH ST,CLEAR LAKE,50428,"904 N 8TH ST
CLEAR LAKE 50428
(43.142868, -93.378772)",17.0,Cerro Gordo,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,5,$74.85,3.75,0.99
S31784400097,04/13/2016,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(40.781691, -92.944633)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,4,$89.96,3.0,0.79
S31785000085,04/13/2016,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85.0,Story,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31785700089,04/13/2016,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672672, -91.565517)",52.0,Johnson,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,12,$269.88,9.0,2.38
S31788300181,04/13/2016,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,154.0,Iowa Distilling Company,46939,Steel Drum,12,750,$12.09,$18.14,2,$36.28,1.5,0.4
S31788300187,04/13/2016,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31790300224,04/14/2016,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.83619, -90.193203)",23.0,Clinton,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31800900122,04/14/2016,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664692, -93.697737)",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
S31830500108,04/18/2016,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,2,$44.98,1.5,0.4
S31830500110,04/18/2016,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,2,$29.94,1.5,0.4
S31837800085,04/18/2016,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975787, -91.659795)",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,3,$44.91,2.25,0.59
S31838900091,04/18/2016,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
",57.0,Linn,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42507,Mt. Gay Black Barrel,12,750,$14.99,$22.49,4,$89.96,3.0,0.79
S31841000009,04/18/2016,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,"910 N JEFFERSON
INDIANOLA 50125
",91.0,Warren,1062050.0,BARBADOS RUM,154.0,Iowa Distilling Company,46939,Steel Drum,12,750,$12.09,$18.14,12,$217.68,9.0,2.38
S31846500092,04/18/2016,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,"1700 VALLEY WEST DR
WEST DES MOINES 50265
",77.0,Polk,1062050.0,BARBADOS RUM,389.0,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,$9.98,$14.97,1,$14.97,0.75,0.2
